id_paciente,nome_paciente,cpf_paciente,telefone,genero,data_nasc,email,endereco_id_endereco
10674,Arthur Gabriel Fonseca,60749315261,+55 61 1317 3335,M,1944-09-10,melina07@example.com,15482
10675,Letícia da Conceição,84935670274,+55 71 0098 0727,F,1957-04-13,emanuellyda-rocha@example.com,13006
10676,Dr. Davi Vargas,84607239500,+55 11 7936 1043,F,2004-03-01,dom99@example.com,16122
10677,Maria Liz Fogaça,81450936270,11 2407 1318,M,1962-02-21,beatriz49@example.com,13696
10678,Emanuelly Siqueira,04896512324,+55 (061) 9024-9187,M,1955-01-05,ymontenegro@example.net,4937
10679,Isabelly Campos,34890762574,81 3621 0470,M,1976-01-31,juanmoreira@example.net,9449
10680,Gabriel Azevedo,34782610904,31 5691-6437,O,1951-06-26,luiz-otaviofonseca@example.net,15202
10681,Theodoro Alves,36894017204,+55 21 1710 5322,M,1961-02-05,monteiroisaque@example.net,14081
10682,Dr. Luiz Otávio Câmara,78163405910,71 6846-2513,O,1977-06-28,ayllaribeiro@example.net,9835
10683,Sr. Benício Nogueira,28461079396,(021) 4872 1353,F,1945-07-30,da-pazrebeca@example.org,8441
10684,Gabriel Monteiro,76312509877,81 3357 8193,F,1959-11-19,ucardoso@example.com,9307
10685,Thomas Alves,76215490334,+55 84 6972-9763,F,1993-12-21,brunavargas@example.net,7360
10686,Dr. Miguel Sá,42396018787,(081) 5171 8674,M,1954-04-20,cunhahenry@example.com,18306
10687,Beatriz Cavalcanti,16957324052,(031) 8727-6791,O,1988-05-11,davi-miguel46@example.com,2028
10688,Alice Mendes,70263589102,0500 313 8815,F,1960-08-08,umonteiro@example.net,9869
10689,Heitor Caldeira,93102458670,+55 (084) 0926 3952,O,1974-02-25,sofia06@example.com,2038
10690,Ana Carolina da Costa,48315069233,+55 (081) 9266 1683,F,1947-07-29,murilo14@example.org,1127
10691,Sra. Pietra Freitas,32914568070,(084) 7504 1921,O,2001-12-10,erick79@example.net,11781
10692,Benjamim Nascimento,79324081640,+55 (081) 5457 1089,M,1953-08-03,estersales@example.net,17629
10693,Maria Julia Monteiro,23960874103,(021) 9102 1542,F,1945-02-10,tmoura@example.com,15923
10694,Otto Correia,63759841066,(084) 1874-7446,F,1989-06-26,lopesravy@example.org,16857
10695,Gabriela Leão,06325941799,84 5901-0717,F,1954-10-31,luigida-rocha@example.com,1320
10696,Thales Gomes,45673219016,+55 11 3157-3659,M,1980-05-01,qpereira@example.com,6721
10697,Benjamin Ferreira,34706852153,+55 (084) 7694 0212,O,2006-12-28,tazevedo@example.net,6772
10698,Ana Luiza Cirino,46709832538,+55 (031) 4009 6210,F,1992-06-06,fonsecasabrina@example.net,14475
10699,Joaquim Cunha,10294863796,51 7604 9939,M,1986-07-20,henry-gabriel74@example.com,18238
10700,Dra. Ana Júlia Porto,17358642937,(081) 0851-5345,F,1965-04-07,salescecilia@example.com,667
10701,Maria Helena Monteiro,07316958448,61 5623 1662,O,1949-06-13,santosvitor-gabriel@example.org,13571
10702,Lara Pacheco,23071564880,+55 (051) 0558 9101,F,1964-11-29,noahrezende@example.org,16098
10703,Matheus Caldeira,05463172862,+55 (051) 8377-3195,O,1990-10-09,bellaborges@example.net,11969
10704,Sarah Pires,19265048794,+55 61 6001 0714,O,1969-07-19,da-luzarthur-gabriel@example.com,1137
10705,Kamilly Cunha,78193540620,31 0117-1832,F,1951-07-04,ana-juliapinto@example.com,9969
10706,Srta. Marcela Campos,65832740947,+55 (011) 4610 1680,M,1973-07-11,araujoluisa@example.net,270
10707,Kamilly Almeida,98124730504,(011) 9207 8975,F,1987-08-05,maria-helena04@example.org,6792
10708,Stephany Cunha,90715284649,+55 61 8402 4432,M,2000-09-29,ana-claracamargo@example.org,15885
10709,Eloah Viana,97645280158,+55 (081) 4018 3880,F,1951-02-09,caua65@example.org,3777
10710,Dra. Hellena da Mota,48305162915,(084) 3828 4405,O,1970-01-19,qsantos@example.com,10102
10711,Thales Gonçalves,81796035203,+55 51 0022 8671,O,1955-01-08,rebeca15@example.net,5673
10712,Maria Liz Almeida,27968130450,81 8103 6339,M,1951-01-08,alvesyasmin@example.org,270
10713,Ravi Lucca Oliveira,98156240758,(071) 5963 7486,F,2006-12-10,carvalhoolivia@example.com,12292
10714,Samuel Silveira,86751324928,71 7239-2257,F,1963-11-28,eduarda87@example.org,18588
10715,Luiz Otávio Nascimento,19357084657,(041) 5651 8257,M,1989-10-02,upimenta@example.net,14603
10716,Rodrigo Nunes,04795831297,(061) 1735 1115,F,1988-06-30,joseda-cruz@example.net,19482
10717,Dr. Ravi Pacheco,59687104384,21 3216 1940,O,1980-05-17,augustosousa@example.com,14761
10718,Luana Fernandes,21059476380,(031) 4429 6471,F,1979-07-03,liviacunha@example.net,8387
10719,Catarina Siqueira,57413026880,+55 61 6058-1237,F,1951-01-02,raqueljesus@example.net,1607
10720,Dra. Gabriela Campos,25697438109,+55 21 7391-5128,O,1945-11-18,gustavo-henriqueda-rosa@example.net,1150
10721,Maria Fernanda da Rosa,03295746125,81 8863 9185,O,1977-02-14,ccarvalho@example.net,14843
10722,Rodrigo Sousa,57438612937,(081) 1206-7167,O,1981-09-30,milena87@example.net,19892
10723,Allana Abreu,94512638709,(051) 3784-5577,O,1972-07-19,alicenovais@example.org,5842
10724,Maria Vitória Ribeiro,58241369719,+55 11 3313-6982,O,2003-05-15,emanuelazevedo@example.org,14801
10725,Antonella Cirino,59247630800,+55 51 7552 3162,M,1992-09-15,martinsfernando@example.org,14016
10726,Davi Lucca Barros,40692758356,(011) 6203-9536,O,1955-10-01,caue06@example.org,14140
10727,Heloisa Pimenta,92516740352,+55 21 8607 7000,O,2002-06-20,rgoncalves@example.net,16446
10728,Davi Lucas Andrade,54176308966,84 3171-8370,F,1979-04-08,aylacostela@example.com,8480
10729,Dr. Nathan Cardoso,24150789649,+55 (021) 4848-8036,O,1992-10-06,maria-ceciliafarias@example.net,12349
10730,Lara Nascimento,23846057126,+55 11 2034-9129,O,1956-05-29,moraesantonio@example.org,1153
10731,Sra. Milena Barbosa,27108543680,+55 31 1574-8966,M,1983-06-15,castroana-laura@example.com,13741
10732,Mathias Lopes,54780316235,0900-402-1899,O,1957-04-23,macedolunna@example.com,15153
10733,Isabelly Sampaio,47123059832,+55 (021) 2136-0011,O,1976-09-04,bentonascimento@example.org,8324
10734,Rafaela Azevedo,53670892168,(071) 1219-9653,M,1985-07-23,cassianojoao@example.net,11445
10735,Léo Gomes,89214065730,+55 (084) 2041-4382,O,1971-11-25,murilo21@example.com,19130
10736,Marcos Vinicius da Cunha,65789241085,31 0417 7858,M,1994-12-02,augustojesus@example.net,2277
10737,Luiz Gustavo Oliveira,91783562455,61 2509 3049,M,2005-12-24,nicolascavalcante@example.net,6590
10738,Ana Barbosa,35098167221,+55 11 3693-5867,M,1987-02-23,martinsayla@example.net,4118
10739,Sr. Luiz Felipe Viana,13984650205,61 1145-4030,O,1997-08-24,levigoncalves@example.com,6457
10740,Kaique Castro,79361580493,0900-401-4890,O,1965-08-21,camaraamanda@example.com,11067
10741,Kamilly Machado,26704389113,+55 21 0847 4102,F,1948-12-15,cavalcantilevi@example.com,11190
10742,Matheus Pinto,38915760212,+55 (051) 6225-6688,M,1988-12-05,pvieira@example.net,17506
10743,Lunna Martins,04567893166,61 1652-5703,O,1987-11-02,maysa05@example.com,110
10744,Sophie Pinto,74963182050,(011) 1430 9989,O,1966-04-05,bgomes@example.com,10779
10745,Bianca Cavalcanti,30475296800,+55 41 2617-4459,M,1977-03-13,joao-gabriel64@example.net,5353
10746,Srta. Maria Eduarda da Mota,98704631501,(051) 1060-4604,F,1958-01-29,giovanna85@example.com,9317
10747,Gabrielly Castro,10743825608,+55 71 2380-5833,F,1955-07-09,noah61@example.com,18434
10748,Davi Silveira,73946851282,+55 11 2582 6253,F,1956-12-20,marcela64@example.com,3899
10749,Brayan Lima,63590817259,0900-509-2116,M,1972-07-08,isaque51@example.com,7685
10750,Isabela Barros,64085132717,+55 (061) 4104 1881,O,2003-10-30,araujosarah@example.org,19810
10751,Maya Monteiro,59281043670,(021) 2866 8215,O,1978-10-27,kdas-neves@example.org,8296
10752,Dra. Antonella Cavalcanti,25460973180,+55 (031) 7688 8547,M,2003-05-03,ksousa@example.net,12088
10753,Luiz Otávio Cirino,14569732828,(081) 5605-7297,F,2002-06-20,machadoisabelly@example.com,2330
10754,Isadora Vasconcelos,65329180759,+55 (061) 3606 1703,O,1972-06-13,lalmeida@example.com,16042
10755,João Correia,69031528498,0300-070-4815,M,1992-08-20,vitor-hugomendonca@example.net,2286
10756,Davi Ramos,19205648370,0900 790 5680,O,1993-01-25,gsilveira@example.com,12748
10757,Esther Casa Grande,70865293112,51 9713 7133,F,1984-10-29,fsampaio@example.com,12966
10758,Sr. Thiago Carvalho,43251768964,+55 84 5759 2042,F,1962-02-26,vianamaria@example.org,17445
10759,Alexia Cassiano,52390167470,(071) 3614-8313,O,1955-06-28,marcela40@example.com,13541
10760,Lavínia Cassiano,69048372178,(051) 3095-0661,O,1974-09-15,maya50@example.net,16334
10761,Dr. Pedro Rezende,57218034950,(041) 3998 8922,O,1972-02-21,borgesemilly@example.net,3220
10762,Maria Luiza Mendonça,17854920630,(081) 5259 2034,M,1968-03-09,isabelguerra@example.net,16928
10763,Olivia Farias,43126790887,(051) 0733-6879,M,1995-06-27,caleb82@example.net,14225
10764,Bernardo Montenegro,09738165202,(061) 9785 4421,O,1981-08-04,jleao@example.org,7209
10765,Eduarda Pacheco,02614935743,0500-982-1543,M,1961-07-13,teixeiraluna@example.org,6106
10766,Marina Vasconcelos,95734802123,+55 31 8697 4365,F,1994-09-11,lais64@example.com,1387
10767,Ravy Santos,93520417804,+55 21 6073-3784,O,1971-10-21,ana-laura44@example.net,4402
10768,Sra. Mirella Sousa,32760841987,+55 (031) 6343 0127,F,1976-05-18,joao-miguel06@example.com,6441
10769,Mariana Rios,10872493687,+55 (041) 3638-1110,O,1989-07-15,vitor-gabriel53@example.com,17559
10770,João Guilherme Cardoso,73824609169,21 1529-4751,F,1994-07-25,nicolasaraujo@example.com,18927
10771,Rael da Rosa,45712806371,(061) 9128-5513,M,1986-08-12,lais14@example.net,7367
10772,Josué da Rosa,78219345004,(081) 3500 4578,F,1967-02-06,anna-lizcarvalho@example.com,16329
10773,Maria Alice Porto,10835276902,(061) 7199-3369,M,2004-06-11,joao-guilherme37@example.com,15393
10774,Maria Luiza Guerra,10475392841,+55 (061) 4867-1392,F,1983-03-21,maria-laura84@example.com,12957
10775,Liz Azevedo,73548261973,84 0422-9996,O,1990-10-08,yguerra@example.net,19548
10776,José Pedro Azevedo,59871306466,51 5211 0849,O,1953-07-05,rafaela49@example.org,769
10777,Nina da Mota,07854219630,51 7940 6017,F,1973-12-09,davi-luiz87@example.org,17553
10778,Joana Pastor,80276493583,+55 (071) 6728-5774,O,1951-02-11,clarice52@example.org,2440
10779,Dr. Renan Almeida,24069317813,0300 370 0834,O,1979-03-26,fariasana-sophia@example.com,5476
10780,Srta. Maria Julia Cirino,19724803597,+55 51 2885 8898,M,1993-07-23,melinafonseca@example.net,12746
10781,Marcelo Viana,69317482031,81 5349 9483,O,1964-07-05,dpastor@example.org,9369
10782,Ana Júlia da Costa,17498023687,(071) 3301-5544,O,1959-05-10,rduarte@example.com,11345
10783,Cauã da Cruz,86930217530,21 9538-3941,O,1963-08-10,luana47@example.com,19018
10784,Lara Marques,79681054202,(084) 9324 2975,M,1990-07-17,gabrielly85@example.com,2938
10785,Mathias Santos,62409387500,+55 (031) 0456-4337,O,1964-05-08,garagao@example.com,4252
10786,Nicole Vieira,37126450907,+55 (071) 5073 8926,O,1996-11-21,dcosta@example.net,18813
10787,Benicio da Paz,87590321460,(051) 5297 0016,O,1947-03-29,cirinoluiz-fernando@example.org,4423
10788,Sr. Ryan Pires,04512837671,21 0606 3468,O,1987-06-09,qcasa-grande@example.net,855
10789,Miguel Aparecida,93078425665,84 4729 3631,F,2005-09-02,pedro90@example.net,13952
10790,Dra. Ana Luiza Fernandes,91274586364,81 7937 7678,F,1969-10-01,da-rosamatheus@example.com,18897
10791,Ana Clara Rios,20356718417,(071) 9401-9626,O,1981-05-08,alana76@example.org,1151
10792,Felipe da Cunha,14637520916,+55 61 1723-0815,O,1999-01-19,liam22@example.net,15100
10793,Ana Clara Abreu,31269840533,0900-657-1663,F,1981-12-30,gleao@example.org,3936
10794,Alexandre Machado,87419256020,0900-689-8998,M,1973-08-06,valentim49@example.com,6574
10795,Leonardo Caldeira,49137285637,31 4841-7740,M,1946-10-23,brendada-costa@example.net,8122
10796,Carolina Peixoto,73240569116,(031) 0812 6994,M,1969-08-11,vlima@example.com,18324
10797,Sra. Lunna Pacheco,95124083760,0800-048-2098,F,1947-01-21,vinicius64@example.com,2206
10798,Bruno Costa,10289573602,(084) 9077-2833,M,1993-05-21,ana-liviacassiano@example.com,11713
10799,Ravi da Conceição,27904851601,(031) 0856-4880,F,2001-03-16,fernando87@example.net,18983
10800,Pedro Lucas Cassiano,92654017370,+55 61 5039-5994,O,1995-09-09,sfernandes@example.org,7344
10801,Davi Lucas Freitas,79580613400,+55 41 5973-9549,M,1964-08-10,fonsecanicole@example.com,13737
10802,Vitor Cavalcante,40516789384,(011) 5179-1366,F,1972-09-29,ribeiromaria-flor@example.net,16243
10803,Diogo Costela,37954160270,51 6657 9121,F,1985-10-09,joaquim18@example.net,15910
10804,Felipe Ribeiro,73956028465,(084) 5172 4548,F,1958-04-07,melina35@example.net,9845
10805,Otávio Casa Grande,71354086910,+55 (061) 9523-8926,F,1955-06-13,camposluiz-otavio@example.org,13134
10806,Sara Câmara,48395201605,(081) 0064 9695,M,1958-03-01,stephany87@example.org,8513
10807,Eloá Viana,08592413788,21 3485 1801,M,1963-02-02,xporto@example.com,12584
10808,Enzo Freitas,16349280598,0900 960 4528,O,1970-08-18,freitaspietra@example.net,17355
10809,Hellena Aparecida,23108647571,31 8690-2647,O,1967-12-23,almeidaagatha@example.com,16553
10810,Thiago Dias,31409682722,+55 (021) 2350 8418,O,1954-04-09,machadoravy@example.com,6477
10811,Bárbara Pereira,14862095720,0500-841-5737,F,1958-01-31,amoraes@example.com,2581
10812,Luiz Fernando Farias,13095267886,84 5051 8166,F,1971-08-09,cavalcanteclara@example.net,8149
10813,João Porto,18269543764,+55 (081) 3946 7423,O,1947-02-11,vitor58@example.net,5561
10814,Manuela Pacheco,31290768404,+55 84 7615 9816,M,1980-04-07,kcosta@example.net,179
10815,João Pedro Almeida,18065374948,+55 (031) 7843-6345,O,1987-04-24,danilo86@example.net,5327
10816,Daniel Borges,96180742502,(031) 9529-4955,O,1970-01-10,olivia10@example.org,15950
10817,Bruno Fernandes,39716802404,+55 (011) 1528-7577,O,1963-12-24,nicolas94@example.com,19722
10818,Vitor Melo,42936705800,+55 (051) 2800-0453,O,1984-06-19,sampaiozoe@example.net,3229
10819,Dr. Yuri Caldeira,56409372116,+55 (021) 3681-3661,F,1966-09-12,lunna61@example.net,4680
10820,Maria Eduarda Andrade,74389026178,(084) 0490-6437,F,2005-08-10,theodoro77@example.org,13926
10821,Henry Gabriel Sousa,91620347580,(041) 6722-0745,O,1946-05-15,theodoro58@example.net,1489
10822,Sr. Felipe Monteiro,26980175386,0800 651 2041,M,1996-08-14,maria-lizsampaio@example.net,8151
10823,Letícia Ribeiro,96051347216,+55 31 0839-5369,M,1974-06-16,leticiacorreia@example.net,8157
10824,Nicolas da Luz,36704125906,11 0815 6671,F,2006-11-12,savitoria@example.net,11580
10825,Marcela Ribeiro,91362504815,+55 (061) 9556 1794,O,1992-01-29,machadoenrico@example.org,4324
10826,Leandro Vieira,30416759270,0900 241 1761,F,1997-10-21,vitoriacampos@example.net,11470
10827,Josué Freitas,29105468701,+55 21 7830 7430,M,2005-04-09,borgesravi-lucca@example.org,4117
10828,Gabriela Rezende,95648120389,+55 21 5629 9449,M,1957-09-20,pachecolevi@example.net,12377
10829,Maria Luiza Vasconcelos,45930872104,(051) 8756-3078,F,1977-03-12,benicio98@example.org,19624
10830,Thomas da Costa,04781259685,+55 31 2324-7528,O,2002-03-13,gaelalmeida@example.net,11549
10831,Brenda Brito,09753681410,+55 84 2050 7349,F,1958-10-07,emanuelly07@example.com,13010
10832,Valentina Fogaça,96145708220,+55 31 0443 5182,F,1944-09-10,jesuslucas-gabriel@example.org,8584
10833,Bella Gomes,03956472829,+55 (061) 8066-7591,M,1986-04-27,oliveralmeida@example.org,15271
10834,Paulo Pinto,07982134505,+55 (084) 8391 1885,F,1954-07-01,igor12@example.net,17986
10835,Marcos Vinicius Azevedo,15279043699,+55 31 7857-6896,F,1978-06-19,maria-flor52@example.net,3603
10836,Maitê Cardoso,65327108902,+55 61 2096 9015,M,1956-08-06,rochaandre@example.org,16700
10837,Sra. Catarina Aragão,83451296098,(081) 2699-1327,M,1946-11-07,lorenzo63@example.com,16209
10838,Isaque Sousa,42795803160,(021) 6275-7782,M,1969-06-30,antony78@example.org,7081
10839,Lorena Andrade,57196482085,31 6500 9141,M,1950-11-22,vasconcelosluiz-felipe@example.org,19290
10840,Vitória Campos,52493608747,+55 (051) 3898-6467,O,1976-04-11,qmoura@example.com,3601
10841,Manuela Vieira,61874903557,+55 21 5491-1546,O,1976-03-27,emanuelcamara@example.org,17199
10842,Zoe Ribeiro,29351460851,+55 (071) 6807-4892,F,1987-08-13,larada-cunha@example.net,11028
10843,Théo Rodrigues,58673140226,0500-527-2818,M,1989-04-22,matteo08@example.com,6042
10844,Bella Dias,21495063780,61 7333 7711,M,1982-03-12,ottoabreu@example.com,4127
10845,Alana Pastor,58196240767,+55 (061) 0830 0461,F,1963-08-20,bbrito@example.net,18677
10846,Eduardo Caldeira,54237689182,0900 722 9651,F,1999-01-25,leandro24@example.org,497
10847,Alícia Pacheco,75642093134,+55 (031) 1430-4910,M,1985-03-08,joaosantos@example.com,19861
10848,Dr. Rael Sá,62189574030,+55 11 1004 6830,O,1998-02-23,nvasconcelos@example.net,7118
10849,Mariah Nunes,23068917450,+55 (031) 1585-2843,O,2000-08-15,enzo-gabrielbarros@example.com,1876
10850,Dr. Lucas da Conceição,42856103707,+55 (011) 8048-4497,M,1976-07-30,joaquimalves@example.com,18043
10851,Pedro Lucas Câmara,23140756844,(021) 9669 2412,F,1980-11-01,caue82@example.com,16678
10852,Theo Almeida,35206179868,+55 41 8708-9954,F,1959-07-06,guerraliz@example.net,10614
10853,Sabrina Brito,56921703886,+55 81 5778 1670,M,1958-11-24,novaispietra@example.net,16817
10854,João Guilherme Vieira,12734590670,+55 61 1575-5808,F,1982-06-08,lfonseca@example.org,11702
10855,Marina Sampaio,40829613722,+55 41 7406-7655,O,1959-07-08,pastordante@example.org,19059
10856,Arthur Gabriel Peixoto,83247956182,81 4214 2106,O,1959-07-18,nda-luz@example.com,17603
10857,Ryan Siqueira,29430187678,+55 (051) 1334-3607,F,1960-07-21,caue91@example.org,2193
10858,Davi Miguel Montenegro,15608379268,+55 61 5234 7161,F,2003-06-25,maysaborges@example.net,2981
10859,Dra. Emanuelly Caldeira,29417356070,(051) 0818 2801,F,1954-01-15,vitor-gabrielsampaio@example.com,13431
10860,Antônio Jesus,41097832597,51 5548 2760,O,1999-04-14,barbosahenry@example.net,16831
10861,Rodrigo Carvalho,90376412887,81 4582-6382,M,1963-06-28,ana-sophia14@example.com,7545
10862,Thales Rios,06451983233,+55 41 0113 0284,M,1950-01-17,aborges@example.net,988
10863,Enrico Martins,79284615364,(061) 1290-9588,M,1963-06-21,mouravalentim@example.net,1825
10864,Dra. Ester Lima,60582174902,71 0070 1339,O,1964-09-01,sabrina76@example.com,16720
10865,Ana Lívia Pires,13602957802,(041) 6093-9055,F,1949-04-20,pereiramaria-helena@example.org,14889
10866,Pedro Miguel Albuquerque,13482679096,84 3198-9610,F,1974-09-01,cavalcantecalebe@example.net,10618
10867,Luan Silveira,54289301797,+55 31 7367-0081,M,1966-03-12,renanalbuquerque@example.org,13497
10868,Eduardo Vargas,35216704817,+55 (051) 9508 9761,O,1962-05-19,martinsnathan@example.com,3924
10869,Stephany Mendes,06921375480,(084) 0366-2979,M,1997-12-05,dnovais@example.net,19924
10870,Pietro Leão,40796815267,71 1893 6992,O,1994-02-09,piresmaria-clara@example.org,7592
10871,Pietra das Neves,09132486731,(021) 0410-7841,O,1953-12-24,kfreitas@example.net,6365
10872,Calebe Marques,31827490560,+55 21 8319-6297,O,1955-05-15,joao-felipecassiano@example.com,9196
10873,Maria Clara Nogueira,70693852429,+55 (011) 4117 8421,M,1973-10-19,jose-miguelsousa@example.net,5112
10874,Sr. Marcelo Brito,60837195268,61 9626 5350,O,1995-12-17,fernandamendonca@example.net,16010
10875,Davi Lucas da Mota,05497163270,84 5003 4431,M,1982-04-17,mvasconcelos@example.com,5491
10876,Rafaela Gomes,04875263929,+55 (071) 6256-2520,M,2003-04-18,da-luzdiogo@example.com,17275
10877,Sophie Vieira,97623480103,81 8759 2144,O,1948-10-09,da-cunhamarcelo@example.org,19687
10878,Gabrielly Abreu,60189245794,81 3828-1854,M,1955-12-02,bento65@example.net,18506
10879,Vitor da Cunha,79602358130,51 8031 8654,F,1951-04-24,henriquemelo@example.net,18452
10880,Ísis Correia,19078653221,(031) 0523-5251,M,1981-08-17,davicosta@example.net,14893
10881,Apollo Dias,61794523006,+55 21 4437 6153,O,1958-03-27,sferreira@example.com,10937
10882,Srta. Maria Julia Farias,10489536700,+55 21 3225-5339,M,1957-02-18,das-nevesrhavi@example.org,15134
10883,Brenda Montenegro,93410275860,+55 41 2606-9224,F,1967-02-25,heloisa32@example.net,7959
10884,Gustavo Cassiano,09637524800,21 6742-4042,F,1950-10-04,valentim19@example.org,11192
10885,Ravi Lucca da Mata,65278491094,+55 41 0354 2087,O,2004-04-15,maria-liz40@example.net,9267
10886,Alexandre Cavalcante,90281567476,+55 (084) 3774 3897,M,2003-05-17,montenegromaria@example.com,14584
10887,Sr. Rael Freitas,04963587238,+55 (061) 6972 2543,O,1978-06-09,liam56@example.com,11552
10888,Pedro Pinto,05829371405,+55 71 5882-9644,O,1976-12-28,heloisa45@example.com,17411
10889,Sr. Gabriel Teixeira,39451068775,+55 41 6804 5877,F,1975-07-23,mouramaria@example.org,4969
10890,Pedro Miguel Azevedo,82491635755,+55 71 9016-2503,O,1968-09-17,aliceteixeira@example.com,3551
10891,Yasmin Casa Grande,95026841767,+55 (051) 6093 8160,O,1961-04-19,camargofernando@example.net,13361
10892,Bella Teixeira,04561927352,+55 (011) 9839-6696,O,1988-11-17,manuellasampaio@example.org,16835
10893,Lucca Novais,63547908256,(011) 7293-5957,F,1966-01-17,vitor-gabrielalves@example.com,15495
10894,Matteo Costela,72981054341,71 6395 0853,F,1954-10-25,ana-carolinaborges@example.com,13028
10895,Mariane da Rosa,18539402750,+55 61 7519-0835,F,1983-07-13,mariane93@example.net,5649
10896,Dra. Isadora Gomes,84302976187,+55 84 0891 9584,O,1981-08-29,eduardaalbuquerque@example.com,7538
10897,Srta. Isabella Martins,05269874130,(011) 1293 5150,M,2005-07-13,da-pazmarcos-vinicius@example.com,14000
10898,Ágatha da Cruz,75034891620,0300 392 2487,O,1978-06-30,sampaiojade@example.org,15428
10899,Antônio Viana,24035817988,+55 21 8526 8126,M,1999-08-06,pedro-henriquepereira@example.org,13959
10900,Emilly Porto,21803576480,(071) 8610-8514,F,1992-10-10,lucas-gabrielviana@example.org,11515
10901,Dr. Gael Henrique Caldeira,21586340905,+55 (081) 9662-9091,O,1958-07-18,portobella@example.org,3079
10902,Maria Laura Moraes,95178240332,+55 51 2505 1906,F,1973-11-15,sofiasiqueira@example.com,7799
10903,Dra. Helena Vasconcelos,89654201720,51 1987 5107,M,1954-06-28,cassianomaysa@example.org,19566
10904,Heloísa Fogaça,96831427537,21 2326 9675,M,1985-01-07,bella69@example.org,197
10905,Mathias Vasconcelos,69415830700,(051) 1179-5206,O,2003-10-31,emontenegro@example.org,3151
10906,Dr. Luan Castro,98205467374,+55 (041) 5167-9129,F,1956-04-28,vasconcelosjoao-pedro@example.net,7159
10907,Antonella Garcia,52908634198,+55 11 9839-7158,M,1966-07-15,lda-paz@example.org,19730
10908,José Pedro Santos,09178652359,+55 31 4765-4060,O,1995-11-01,aparecidahadassa@example.com,15752
10909,Dr. Calebe da Rocha,81534276017,(021) 6866-6267,O,2005-06-14,fbrito@example.org,4611
10910,Srta. Lavínia Cavalcanti,89562370186,+55 (051) 1140-5409,M,1969-05-18,ian91@example.com,11885
10911,João Guilherme Correia,75623890474,+55 21 4662-5299,M,1949-06-10,jjesus@example.org,5962
10912,José da Rosa,98271463004,0500 584 7907,O,1965-12-21,fmarques@example.org,915
10913,Marcos Vinicius Gomes,72138406903,(061) 9873 2822,O,1991-11-13,dcirino@example.org,2987
10914,Kevin Rodrigues,78640935238,84 9026 4738,O,2006-07-07,lvargas@example.org,17262
10915,João Gabriel da Luz,46587102930,(041) 6610-5604,F,1959-03-23,pfonseca@example.net,11208
10916,Dr. Enzo Gabriel Melo,74382561973,(041) 4690 6489,F,1997-02-12,isadora92@example.com,5944
10917,Sophia da Conceição,30169742822,(084) 9097 1932,M,1975-04-14,aurora98@example.org,11161
10918,Lara Cardoso,03876124913,(084) 1076 7652,M,1991-01-23,ealmeida@example.com,4615
10919,Maria Clara Lima,07619582312,11 2242 3104,O,1959-08-03,bandrade@example.com,7454
10920,Dr. Antônio Dias,62573198030,61 1081-3398,F,1992-12-29,luiz-gustavo15@example.net,11257
10921,Anna Liz Casa Grande,87523906400,+55 (071) 4745 2682,F,1949-08-19,zpimenta@example.com,6395
10922,Rael Ramos,92516480776,+55 (041) 8667 6623,M,2007-05-16,diogo41@example.net,17770
10923,Melissa Sousa,91405678348,81 8922-0247,F,1979-12-19,joao-vitorda-luz@example.net,15617
10924,Marcelo Souza,67912438564,+55 81 6722-5476,O,1980-09-08,maria-lizsales@example.net,7924
10925,Lucas Gabriel Ferreira,26038975195,71 8649 4694,M,1956-09-17,araujoluigi@example.net,12278
10926,Thiago Vasconcelos,34905127661,21 2725-5998,O,1965-08-23,wda-cunha@example.com,6477
10927,Emanuelly Santos,42708936565,(041) 1387 4928,M,1980-11-16,moraesantonio@example.net,12731
10928,Sr. Eduardo Nogueira,72693145864,+55 31 9062-7449,M,1998-08-23,ana-laura69@example.net,3682
10929,Sr. Luigi Câmara,80627315968,+55 (084) 8147 4942,O,1971-07-09,souzalais@example.org,12156
10930,Maria Luiza Fonseca,98726534029,+55 (081) 8875-5839,M,2003-09-14,josuesampaio@example.net,7239
10931,Sr. Isaque Cassiano,90736218521,71 2397-9848,F,1996-08-15,caldeiramaysa@example.com,8841
10932,Ana Clara da Mota,19706358277,+55 11 2101 5496,M,1987-02-07,cunhayuri@example.com,12967
10933,Benjamin Guerra,08497136500,+55 (041) 4543-3181,F,1991-03-29,bruna08@example.net,14175
10934,Dra. Marcela Sales,56927401849,+55 81 4523 6509,O,1969-08-22,jose49@example.net,6286
10935,Samuel da Paz,31954208723,(021) 2452 7467,M,2004-05-01,ana-laura94@example.com,7481
10936,Milena Câmara,37412950606,(021) 5824 6798,O,1993-02-20,ribeiroluiza@example.org,12072
10937,Vitor Gabriel Cardoso,02495376134,+55 84 0276-8010,F,1973-04-21,agathasouza@example.net,17471
10938,Otávio Cassiano,82470196558,+55 (031) 0090 1009,F,1967-12-02,ana-livia24@example.com,7979
10939,Sra. Raquel Camargo,79013546234,+55 11 1778 4047,F,1948-07-21,davi-lucas21@example.net,12808
10940,Léo Barbosa,75109324832,0500 531 9763,O,1977-08-02,luana50@example.com,3573
10941,Emanuelly Souza,80976135221,84 2314 3523,F,1977-07-31,ninagoncalves@example.org,13871
10942,Maria Isis da Mata,01342985605,0900 345 7960,M,2002-12-01,dom36@example.com,7307
